meet,meet-href,compiled,compiled-href,Overall,Name,Year,Team,Time,Overall,Name,Year,Team,Distance
"IWU HSR Qualifier #2","https://www.directathletics.com/results/track/47225.html","Compiled","https://www.directathletics.com/results/track/47225_f.html","4","Clampitt, Maykayla","SO","Warsaw Community","8.33","4","Clampitt, Maykayla","SO","Warsaw Community",""
"SCIAC Track and Field Multi-Dual # 1","https://www.directathletics.com/results/track/48223.html","Compiled","https://www.directathletics.com/results/track/48223_f.html","2","Laliberte, Nicole","SR-4","Claremont-Mudd-Scripps","","2","Laliberte, Nicole","SR-4","Claremont-Mudd-Scripps","50.58m"
"De La Salle Gold Invite","https://www.directathletics.com/results/track/49135.html","Compiled","https://www.directathletics.com/results/track/49135_m.html","","Alexander, Wynton","SO","North Lawndale Prep","DNS","","Alexander, Wynton","SO","North Lawndale Prep",""
"Sycamore Boys Invite 2017","https://www.directathletics.com/results/track/49269.html","Compiled","https://www.directathletics.com/results/track/49269_m.html","4","Kohler, Brad","SR","Woodstock North","7.09","4","Kohler, Brad","SR","Woodstock North",""
"Sam Burley Hall of Fame Invitational","https://www.directathletics.com/results/track/49301.html","Compiled","https://www.directathletics.com/results/track/49301_m.html","2","Cooper, Tyrese","10","Miami Norland HS","10.50","2","Cooper, Tyrese","10","Miami Norland HS",""
"2017 PW Lady Panthers Invite","https://www.directathletics.com/results/track/48455.html","Compiled","https://www.directathletics.com/results/track/48455_f.html","4",",","","Glenbard West","","4",",","","Glenbard West","null"
"2017 West Lafayette Individuals","https://www.directathletics.com/results/track/47980.html","Compiled","https://www.directathletics.com/results/track/47980_m.html","2","Johnson, Bishop","FR","Lafayette Jefferson","6.73","2","Johnson, Bishop","FR","Lafayette Jefferson",""
"Chili Quad","https://www.directathletics.com/results/track/47998.html","Compiled","https://www.directathletics.com/results/track/47998_m.html","4","Cunico, Macklin","SR","Los Alamos","","4","Cunico, Macklin","SR","Los Alamos","105'  3"""
"Trine HSR Qualifier #1","https://www.directathletics.com/results/track/48953.html","Compiled","https://www.directathletics.com/results/track/48953_m.html","15","Wells, Ricky","SO","Prairie Heights","8.20","15","Wells, Ricky","SO","Prairie Heights",""
"Sam Burley Hall of Fame Invitational","https://www.directathletics.com/results/track/49301.html","Compiled","https://www.directathletics.com/results/track/49301_m.html","","Williams, Chris","12","McArthur HS","","","Williams, Chris","12","McArthur HS","DNS"
"Sam Burley Hall of Fame Invitational","https://www.directathletics.com/results/track/49301.html","Compiled","https://www.directathletics.com/results/track/49301_m.html","","Battle, Kumar","12","Miami Killian HS","","","Battle, Kumar","12","Miami Killian HS","ND"
"DePauw HSR Qualifier I","https://www.directathletics.com/results/track/47681.html","Compiled","https://www.directathletics.com/results/track/47681_m.html","8","Small, Diomoni","JR","Cardinal Ritter (Indianapolis)","7.46","8","Small, Diomoni","JR","Cardinal Ritter (Indianapolis)",""
"Bloomington North Invite","https://www.directathletics.com/results/track/48861.html","Compiled","https://www.directathletics.com/results/track/48861_f.html","7","Kao, Addy","JR","Bloomington South","8.30","7","Kao, Addy","JR","Bloomington South",""
"Gold Medal Invite 2017","https://www.directathletics.com/results/track/48984.html","Compiled","https://www.directathletics.com/results/track/48984_f.html","8","Lilly-Lee, Jasmine","SO","Rock Falls","8.50","8","Lilly-Lee, Jasmine","SO","Rock Falls",""
"Sycamore Boys Invite 2017","https://www.directathletics.com/results/track/49269.html","Compiled","https://www.directathletics.com/results/track/49269_m.html","7",",","","St. Francis","","7",",","","St. Francis","null"
"2017 Butch Reynolds Invite","https://www.directathletics.com/results/track/49529.html","Compiled","https://www.directathletics.com/results/track/49529_m.html","6","Dennis, Chase","FR-1","Coffeyville CC","","6","Dennis, Chase","FR-1","Coffeyville CC","35.65m"
"2nd Annual Victor Ice Breaker Duals","https://www.directathletics.com/results/track/47352.html","Compiled","https://www.directathletics.com/results/track/47352_f.html","7","Akridge, Emma","FR-1","Southern Wesleyan","","7","Akridge, Emma","FR-1","Southern Wesleyan","26.43m"
"East Central Indoor Invitational","https://www.directathletics.com/results/track/48610.html","Compiled","https://www.directathletics.com/results/track/48610_m.html","44","Vecchiola, Mike","SR","Rising Sun","7.91","44","Vecchiola, Mike","SR","Rising Sun",""
"ERAU vs WV Wesleyan","https://www.directathletics.com/results/track/49041.html","Compiled","https://www.directathletics.com/results/track/49041_m.html","3","Moss, Alex","SR-4","West Virginia Wesleyan","","3","Moss, Alex","SR-4","West Virginia Wesleyan","48.56m"
"Orange Empire Conference Multi-Event Championships","https://www.directathletics.com/results/track/48184.html","Compiled","https://www.directathletics.com/results/track/48184_f.html","3","Thompson, Shyann","FR","Riverside","null","3","Thompson, Shyann","FR","Riverside",""
"HF Indoor Meet 3/7","https://www.directathletics.com/results/track/49131.html","Compiled","https://www.directathletics.com/results/track/49131_m.html","4","Gladden, Jaden","JR","Homewood-Flossmoor","","4","Gladden, Jaden","JR","Homewood-Flossmoor","37'  10"""
"All-UC Challenge","https://www.directathletics.com/results/track/48350.html","Compiled","https://www.directathletics.com/results/track/48350_m.html","2","Sicard, Lloyd","SR-4","UC Irvine","10.65","2","Sicard, Lloyd","SR-4","UC Irvine",""
"Sam Burley Hall of Fame Invitational","https://www.directathletics.com/results/track/49301.html","Compiled","https://www.directathletics.com/results/track/49301_f.html","","Coakley, Destiny","10","Westminster Christian Sch","","","Coakley, Destiny","10","Westminster Christian Sch","ND"
"2017 Butch Reynolds Invite","https://www.directathletics.com/results/track/49529.html","Compiled","https://www.directathletics.com/results/track/49529_f.html","10","Markley, Regan","FR-1","Neosho County CC","","10","Markley, Regan","FR-1","Neosho County CC","34.31m"
"Jacksonville HS Indoor Class A","https://www.directathletics.com/results/track/48792.html","Compiled","https://www.directathletics.com/results/track/48792_m.html","","","","","","","","","",""
"2nd Annual Victor Ice Breaker Duals","https://www.directathletics.com/results/track/47352.html","Compiled","https://www.directathletics.com/results/track/47352_f.html","7","Trice, Kayla","FR-1","Oglethorpe","12.70","7","Trice, Kayla","FR-1","Oglethorpe",""
"Sam Burley Hall of Fame Invitational","https://www.directathletics.com/results/track/49301.html","Compiled","https://www.directathletics.com/results/track/49301_f.html","","Wimberly, Rianna","10","Doral Academy Charter HS","","","Wimberly, Rianna","10","Doral Academy Charter HS","FOUL"
"Trine HSR Qualifier #1","https://www.directathletics.com/results/track/48953.html","Compiled","https://www.directathletics.com/results/track/48953_f.html","","Petty, Abony","JR","Wabash","9.21","","Petty, Abony","JR","Wabash",""
"BHS Lady Raider Indoor","https://www.directathletics.com/results/track/49323.html","Compiled","https://www.directathletics.com/results/track/49323_f.html","4","Izard, Frankie","11","St. Joseph (Ogden)","8.09","4","Izard, Frankie","11","St. Joseph (Ogden)",""
"Whiteland HSR Qualifier #1","https://www.directathletics.com/results/track/47067.html","Compiled","https://www.directathletics.com/results/track/47067_m.html","1","Sheard, Tyland","JR","Warren Central","6.98","1","Sheard, Tyland","JR","Warren Central",""
"DePauw HSR Qualifier I","https://www.directathletics.com/results/track/47681.html","Compiled","https://www.directathletics.com/results/track/47681_f.html","","","","","","","","","",""
"Sycamore Boys Invite 2017","https://www.directathletics.com/results/track/49269.html","Compiled","https://www.directathletics.com/results/track/49269_m.html","4",",","","Marmion Academy","","4",",","","Marmion Academy","null"
"Beach vs UCLA","https://www.directathletics.com/results/track/49303.html","Compiled","https://www.directathletics.com/results/track/49303_f.html","1","Haury, Zaybree","SR-4","UCLA","","1","Haury, Zaybree","SR-4","UCLA","51.28m"
"Sam Burley Hall of Fame Invitational","https://www.directathletics.com/results/track/49301.html","Compiled","https://www.directathletics.com/results/track/49301_m.html","","Bolles, Tyler","11","Westminster Christian Sch","","","Bolles, Tyler","11","Westminster Christian Sch","ND"
"SCIAC Track and Field Multi-Dual # 1","https://www.directathletics.com/results/track/48223.html","Compiled","https://www.directathletics.com/results/track/48223_m.html","10","Hernandez, Gilbert","FR-1","Whittier","","10","Hernandez, Gilbert","FR-1","Whittier","27.02m"
"FAMU Relays","https://www.directathletics.com/results/track/48194.html","Compiled","https://www.directathletics.com/results/track/48194_m.html","1","LeCorn, Dontae","FR-1","Edward Waters","","1","LeCorn, Dontae","FR-1","Edward Waters","13.14m"
"Beach vs UCLA","https://www.directathletics.com/results/track/49303.html","Compiled","https://www.directathletics.com/results/track/49303_m.html","1","Benjamin, Rai","SO-2","UCLA","10.40","1","Benjamin, Rai","SO-2","UCLA",""
"2017 Barbers Hill JV Track Meet","https://www.directathletics.com/results/track/48539.html","Compiled","https://www.directathletics.com/results/track/48539_m.html","3",",","","New Caney","","3",",","","New Caney","null"
"HF Indoor Meet 3/7","https://www.directathletics.com/results/track/49131.html","Compiled","https://www.directathletics.com/results/track/49131_m.html","59","Valdez, Edward","JR","Lincoln-Way Central","8.75","59","Valdez, Edward","JR","Lincoln-Way Central",""
"Sam Burley Hall of Fame Invitational","https://www.directathletics.com/results/track/49301.html","Compiled","https://www.directathletics.com/results/track/49301_f.html","","Scarlett, Verlecia","11","Vero Beach HS","","","Scarlett, Verlecia","11","Vero Beach HS","FOUL"
"Sam Burley Hall of Fame Invitational","https://www.directathletics.com/results/track/49301.html","Compiled","https://www.directathletics.com/results/track/49301_m.html","","Mannings, Devin","10","McArthur HS","","","Mannings, Devin","10","McArthur HS","DNS"
"East Central Indoor Invitational","https://www.directathletics.com/results/track/48610.html","Compiled","https://www.directathletics.com/results/track/48610_f.html","12","West, Mary","SO","Greensburg","8.26","12","West, Mary","SO","Greensburg",""
"Sam Burley Hall of Fame Invitational","https://www.directathletics.com/results/track/49301.html","Compiled","https://www.directathletics.com/results/track/49301_f.html","12","Lynn, Shae","10","Spanish River HS","","12","Lynn, Shae","10","Spanish River HS","26.90m"
"Los Lunas Invitational","https://www.directathletics.com/results/track/48592.html","Compiled","https://www.directathletics.com/results/track/48592_f.html","","","","","","","","","",""
"Sam Burley Hall of Fame Invitational","https://www.directathletics.com/results/track/49301.html","Compiled","https://www.directathletics.com/results/track/49301_m.html","9","Hernandez, Oscar","11","John A. Ferguson HS","","9","Hernandez, Oscar","11","John A. Ferguson HS","34.63m"
"2017 American River Beaver Relays and Invitational","https://www.directathletics.com/results/track/48292.html","Compiled","https://www.directathletics.com/results/track/48292_f.html","4","Young, Cassie","FR","Shasta","","4","Young, Cassie","FR","Shasta","null"
"Sam Burley Hall of Fame Invitational","https://www.directathletics.com/results/track/49301.html","Compiled","https://www.directathletics.com/results/track/49301_m.html","1","Mcmillon, Ellis","11","Miami Carol City HS","","1","Mcmillon, Ellis","11","Miami Carol City HS","40.92m"
"Rockford Auburn Girls Invitational","https://www.directathletics.com/results/track/49045.html","Compiled","https://www.directathletics.com/results/track/49045_f.html","","","","","","","","","",""
"Mississippi College Season Opener","https://www.directathletics.com/results/track/47362.html","Compiled","https://www.directathletics.com/results/track/47362_m.html","5","Reid, Deion","SR-4","Mississippi Valley","10.77","5","Reid, Deion","SR-4","Mississippi Valley",""
"Duck Roost Relays","https://www.directathletics.com/results/track/48199.html","Compiled","https://www.directathletics.com/results/track/48199_f.html","5","Alexander, Raven","JR","Central, Baton Rouge","30.13","5","Alexander, Raven","JR","Central, Baton Rouge",""
"Dade Christian Crusder Classic Middle School Invitational","https://www.directathletics.com/results/track/47330.html","Compiled","https://www.directathletics.com/results/track/47330_m.html","5","Hall, Isaiah","8","Palmer Trinity","13.37","5","Hall, Isaiah","8","Palmer Trinity",""
"De La Salle Gold Invite","https://www.directathletics.com/results/track/49135.html","Compiled","https://www.directathletics.com/results/track/49135_f.html","4","Dotson, Khaylah","FR","Noble/Corner","8.13","4","Dotson, Khaylah","FR","Noble/Corner",""
"PINE CREST PANTHER RELAYS","https://www.directathletics.com/results/track/48252.html","Compiled","https://www.directathletics.com/results/track/48252_f.html","5","Soto, Emiliana","SR","Carrollton","14.01","5","Soto, Emiliana","SR","Carrollton",""
